0.005	38.30049261083744
0.015	242.16201423097976
0.025	593.7246852764094
0.035	1582.616310892173
0.045	16063.680897646416
0.055	46190.571975916806
0.065	119096.1658456486
0.075	171524.18719211823
0.085	219757.8735632184
0.095	260886.01806239737
0.105	250480.0957854406
0.115	251198.9463601533
0.125	254357.5725232622
0.135	238284.7755883963
0.145	227665.09304871375
0.155	216985.3229337712
0.165	202632.90093048714
0.175	191570.2052545156
0.185	218186.49698960042
0.195	172038.12260536398
0.205	175622.8927203065
0.215	158233.92720306516
0.225	154126.42857142858
0.235	266887.0032840722
0.245	180433.995621237
0.255	118378.59058565956
0.265	113633.04324028462
0.275	124737.46579091408
0.285	104454.80021893815
0.295	224331.95949644226
0.305	87723.035030104
0.315	84938.51943076082
0.325	91951.84455391353
0.335	114227.4630541872
0.345	75487.55336617406
0.355	305779.5019157088
0.365	56555.202517788726
0.375	55333.14176245211
0.385	53781.9759168035
0.395	52300.36398467433
0.405	51221.091954022995
0.415	50331.94307608101
0.425	49125.49534756432
0.435	47983.58784893268
0.445	47062.66283524904
0.455	46441.37657361795
0.465	60193.52216748768
0.475	43937.6354679803
0.485	43156.4367816092
0.495	42445.71428571429
0.505	41978.52490421456
0.515	69976.8144499179
0.525	39417.80240831965
0.535	39256.231527093594
0.545	38646.026272578
0.555	38190.700602079916
0.565	37494.75369458128
0.575	37303.98741105638
0.585	152320.28188286812
0.595	33212.10454296661
0.605	411956.23973727424
0.615	22812.400109469076
0.625	22671.294471811714
0.635	22246.644772851672
0.645	21919.403393541324
0.655	21558.784893267653
0.665	21558.990147783254
0.675	21101.661193212916
0.685	20957.91461412151
0.695	20808.593322386427
0.705	20579.792008757526
0.715	20391.56267104543
0.725	48425.210727969345
0.735	19497.282430213465
0.745	19056.548987411057
0.755	19028.727422003285
0.765	64338.973727422
0.775	17985.030103995625
0.785	17916.93486590038
0.795	36689.03393541325
0.805	17038.4345922277
0.815	17102.112753147238
0.825	16735.084838533116
0.835	16956.009852216746
0.845	16724.26382047072
0.855	16643.527640941436
0.865	37070.36945812808
0.875	16096.882868089766
0.885	16112.04980842912
0.895	15723.6070060208
0.905	15694.584017515052
0.915	140260.6923918993
0.925	13926.746031746032
0.935	44951.12753147236
0.945	13375.706075533662
0.955	13227.07443897099
0.965	116785.7443897099
0.975	11871.617405582925
0.985	11814.608648056925
0.995	11666.20415982485
1.005	11547.164750957854
1.015	11570.106732348111
1.025	11645.084838533116
1.035	11458.029556650246
1.045	11527.033388067872
1.055	11320.090311986864
1.065	11323.908045977012
1.075	11204.10782703886
1.085	11246.376573617954
1.095	11299.794745484402
1.105	11048.538587848932
1.115	11064.189928845102
1.125	175562.12096332788
1.135	9403.223864258347
1.145	9180.771756978655
1.155	9227.829775588398
1.165	9250.593869731802
1.175	9254.92337164751
1.185	9196.830870279147
1.195	9088.787629994527
1.205	9226.338259441709
1.215	9159.920634920636
